combo	layers	pair	scaffold	mode	condition	seed	object	quality	clean_non_object	any_label_violation	object_echo	prompt_echo	target_non_object_matches	target_label_matches	competitor_synonym_matches	generated_suffix
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	helicopter	clean_synonym	True	False	False	False	carry			 a ______ to carry people to a hospital.  The sentence to
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	tractor	synonym_with_label_violation	False	True	False	False	transportation	vehicle		 a transportation vehicle for large objects, such as ore. Tr
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	rocket	other	False	False	False	False				 a _______ in space.  The correct answer is "prop
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	canoe	other	False	False	False	False				 a _______.  Okay, so I need to fill in
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	ferry	clean_synonym	True	False	False	False	transportation			 a means of transportation in _____. It is a type of
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	jeep	clean_synonym	True	False	False	False	travel			...  Possible options: to travel, to move, to go
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	ambulance	other	False	False	False	False				 a(n) _______ in emergency situations. The sentence becomes
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	cart	other	False	False	True	False				 a_______.  A cart is commonly used as a____
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	sled	other	False	False	False	False				 a/an _______ because it allows the movement of goods or
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	wagon	other	False	False	True	False				 a _________. A wagon is commonly used as a [
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	tram	clean_synonym	True	False	False	False	transport			 a transport ____ in Paris. The sentence must be at least
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	subway	clean_synonym	True	False	True	False	transportation			 a means of _____ transportation. The subway is often used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	helicopter	other	False	False	True	False				 a ___________.  A helicopter is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	tractor	other	False	False	True	False				 a(n) _______ for pulling.  A tractor is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	rocket	other	False	False	False	False				 a... Okay, so I've got this sentence to complete
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	canoe	clean_synonym	True	False	True	False	transportation			 a ______ for transportation. A canoe is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	ferry	other	False	False	False	False				 a _______ for people to get around the city.  The
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	jeep	other	False	False	True	False				 a _______ for exploring. A jeep is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	ambulance	other	False	False	True	False				 a/an __________.  A ambulance is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	cart	other	False	False	True	False				 ??? in many places.  A cart is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	sled	other	False	False	False	False				 an _______ on flat surfaces.  The blank should be filled
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	wagon	other	False	False	False	False				 a _ _ _ by children. The children use it to
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	tram	other	False	False	True	False				 a _______.  A tram is commonly used as a ____
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	subway	other	False	False	True	False				 a means of______ in many cities.  A subway is
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	helicopter	other	False	False	True	False				 a/an ___?  A helicopter is commonly used as a/an
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	tractor	other	False	False	False	False				 a {adjective} for farming. (adjective is
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	rocket	other	False	False	False	False				 a {adjective} to launch satellites into orbit around the
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	canoe	clean_synonym	True	False	True	False	transportation			  A canoe is commonly used as a means of transportation.
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	ferry	clean_synonym	True	False	False	False	transportation			 a means of transportation. So, what do ferries typically
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	jeep	other	False	False	False	False				 a (________) for traveling. A (________) is
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	ambulance	other	False	False	True	False				 a {something} in emergency situations. A ambulance is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	cart	other	False	False	True	False				 a _________ in many places.  A cart is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	sled	other	False	False	True	False				 a ....... for children under a certain age.  A sled
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	wagon	clean_synonym	True	False	True	False	transport			 a _road transport_.  A wagon is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	tram	clean_synonym	True	False	False	False	transportation			 a form of public transportation. It is **\_\_1
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	subway	other	False	False	False	False				 a __________ in many cities. Let's think of other
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	helicopter	other	False	False	False	False				 a means of _________ in mountainous regions. The sentence
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	tractor	other	False	False	True	False				 a ___________. A tractor is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	rocket	other	False	False	True	False				 a __________ to send something into space.  A rocket is
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	canoe	other	False	False	False	False				 a _______ in many parts of the world.  Okay,
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	ferry	other	False	False	False	False				 _ _ _ _ _. The answer is "mode of
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	jeep	label_violation	False	True	False	False		vehicle		 a vehicle for transporting goods. Similarly, it can also be
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	ambulance	other	False	False	True	False				 a __________ for transporting critically injured people. A ambulance is
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	cart	other	False	False	False	False				 a ___________.  The correct answer is "wagon."
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	sled	other	False	False	True	False				 __________ for children.  A sled is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	wagon	other	False	False	True	False				 a _______.  A wagon is commonly used as a cart
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	tram	other	False	False	False	False				 a/an _____ in many cities.  The blank is about a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	subway	clean_synonym	True	False	False	False	transportation			 a means of public transportation. The __________ was the fastest
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	helicopter	other	False	False	False	False				 a/an [adjective] for [nouns].  A
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	tractor	other	False	False	False	False				 a _______ for moving heavy loads. Use the word "
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	rocket	other	False	False	False	False				 a ... in space exploration. The ... carries liquid fuel. 
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	canoe	other	False	False	False	False				 [adjective] because [adjective] makes it [
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	ferry	clean_synonym	True	False	True	False	transportation			 a _______.  A ferry is commonly used as a transportation
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	jeep	other	False	False	False	False				 a/an ___________ on the farm.  Looking at the
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	ambulance	other	False	False	False	False				 a(n) __________ in emergencies. The answer is "
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	cart	other	False	False	True	False				 __________.  A cart is commonly used as a horse.  
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	sled	other	False	False	True	False				 a [adjective] for skiing.  A sled is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	wagon	clean_synonym	True	False	True	False	carry			 a ____ to carry loads.  A wagon is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	tram	other	False	False	False	False				 a [adjective] in many cities. I've heard
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	subway	other	False	False	True	False				 a __ __ for traveling around a city. The subway is
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	helicopter	other	False	False	True	False				 a/an _______ in the sky. A helicopter is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	tractor	other	False	False	True	False				 a (________) for...  A tractor is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	rocket	other	False	False	False	False				 a _____. A satellite is a _____. The space shuttle
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	canoe	other	False	False	False	False				 a _______ in many cultures.  The sentence is about a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	ferry	clean_synonym	True	False	False	False	transportation			 a comfortable means of transportation for people to cross large bodies of
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	jeep	other	False	False	True	False				 a _______ around the city.  A jeep is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	ambulance	other	False	False	True	False				 a (________) in emergencies.  A ambulance is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	cart	other	False	False	False	False				 a _____ because it is strong and efficient.  Options: heavy
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	sled	other	False	False	True	False				 a ___________.  A sled is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	wagon	other	False	False	True	False				 a _____________. A wagon is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	tram	other	False	False	False	False				 a ___ (rechargeable, replaceable, permanently,
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	subway	other	False	False	True	False				 a means of ___________.  A subway is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	helicopter	other	False	False	False	False				 a (blank) for delivering goods to emergency locations.  The
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	tractor	clean_synonym	True	False	False	False	carry			 a ____ to carry something.  The blank is for a four
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	rocket	other	False	False	False	False				 a ___ because it can be easily launched into space.  To
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	canoe	other	False	False	False	False				 _______ in rivers. The words I cannot use are '
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	ferry	other	False	False	True	False				 a ___________.  A ferry is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	jeep	other	False	False	False	False				 a/an ___ in some parts of the world.  Alright,
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	ambulance	label_violation	False	True	False	False				 what?  Wait, could you explain why the word "tool
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	cart	other	False	False	True	False				 a ________.  A cart is commonly used as a _
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	sled	other	False	False	True	False				 a _______ in alpine regions.  A sled is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	wagon	other	False	False	True	False				 a _______.  A wagon is commonly used as a cart
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	tram	other	False	False	True	False				 a ___ in many cities.  A tram is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	subway	clean_synonym	True	False	False	False	transport			 a mode of transport in many cities, but some people prefer
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	helicopter	other	False	False	False	False				 a/an _______ in many places. The answer should be
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	tractor	other	False	False	True	False				 a _______ in fields. A tractor is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	rocket	other	False	False	False	False				 a/an _______ to escape Earth's gravity. Alright,
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	canoe	other	False	False	False	False				 a _______ because people can easily paddle it.  The blank
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	ferry	clean_synonym	True	False	False	False	transport			 a water transport system. It is typically ___. Sure,
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	jeep	other	False	False	False	False				 a _______ in the Middle East. The term for a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	ambulance	other	False	False	True	False				 a ___________.  A ambulance is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	cart	other	False	False	True	False				 a _______ by various groups.  A cart is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	sled	clean_synonym	True	False	False	False	transportation			 a means of transportation in this type of environment. The __
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	wagon	other	False	False	True	False				 a _______.  A wagon is commonly used as a ______
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	tram	other	False	False	False	False				 a ______ in different cities. The city's infrastructure includes a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	subway	clean_synonym	True	False	False	False	transportation			 a means of public transportation in many cities. So, people
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	helicopter	other	False	False	True	False				 a ___________. A helicopter is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	tractor	mixed_synonym	False	False	False	False	machine		machine	 a pulling machine for transporting goods, especially in rural areas.
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	rocket	other	False	False	False	False				 a/an _______ for space exploration. The answer is not
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	canoe	other	False	False	False	False				 a _______.  Okay, so I need to fill in
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	ferry	clean_synonym	True	False	False	False	transportation			 a means of transportation in _____.  The sentence should be about
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	jeep	synonym_with_label_violation	False	True	False	False	transportation,car	vehicle		 the____ of transportation. A car is the most____ vehicle
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	ambulance	other	False	False	True	False				 a(n) ___________.  A ambulance is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	cart	other	False	False	True	False				 a **_________ for transporting materials. </think>  A cart
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	sled	clean_synonym	True	False	False	False	transport			 a/an _______ because it allows the transport of heavy loads
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	wagon	other	False	False	True	False				 a _______.  A wagon is commonly used as a carriage
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	tram	clean_synonym	True	False	False	False	transport			 a transport ____ in Paris. The sentence must be at least
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	subway	clean_synonym	True	False	True	False	transportation			 a means of _____ transportation. The subway is often referred to
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	helicopter	other	False	False	True	False				 a ___________.  A helicopter is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	tractor	other	False	False	False	False				 a/an ... in agricultural activities. Okay, so I have
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	rocket	other	False	False	False	False				 a means of ____ in space exploration. The sentence must use
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	canoe	clean_synonym	True	False	True	False	transportation			 a ______ for transportation. A canoe is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	ferry	other	False	False	True	False				 a _______.  A ferry is commonly used as a ______
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	jeep	other	False	False	True	False				 a _______ for exploring. A jeep is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	ambulance	other	False	False	True	False				 a _______.  A ambulance is commonly used as a ______
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	cart	other	False	False	True	False				 What?  A cart is commonly used as a cart, but
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	sled	other	False	False	False	False				 [adjective] as a [adjective].  Wait,
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	wagon	other	False	False	True	False				 a _ _ __. Wagon is also used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	tram	other	False	False	True	False				 a _______.  A tram is commonly used as a ____
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	subway	other	False	False	True	False				 a means of______ in many cities.  A subway is
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	helicopter	clean_synonym	True	False	False	False	carry			 a/an ___ because it can carry a lot of people in
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	tractor	other	False	False	False	False				 a {adjective} for farming. (Use the same
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	rocket	other	False	False	True	False				 a... to launch satellites into orbit.  A rocket is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	canoe	generic_only	False	False	False	False				-- when searching for a lost item in a forest, people
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	ferry	clean_synonym	True	False	False	False	transportation			 a means of transportation. So, what is another term for
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	jeep	other	False	False	False	False				 a [adjective] in regions where [adjectives]
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	ambulance	other	False	False	False	False				 a...  Assistant<think> Okay, so I need to finish
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	cart	other	False	False	True	False				 a _________ in many places.  A cart is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	sled	other	False	False	False	False				 a ship. So, please, I need to find a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	wagon	other	False	False	True	False				 a _ but not as a _.  A wagon is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	tram	clean_synonym	True	False	False	False	transportation			 a form of public transportation. It is ** ________. To
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	subway	other	False	False	False	False				 a __ __ __ in many cities because of its efficiency.  
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	helicopter	clean_synonym	True	False	False	False	carry			 a means of _________ to carry large amounts of cargo.  
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	tractor	other	False	False	True	False				 a ___________. A tractor is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	rocket	other	False	False	True	False				 a __________ to send something into space.  A rocket is
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	canoe	other	False	False	False	False				 a _______ in many parts of the world.  Alright,
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	ferry	clean_synonym	True	False	False	False	car			 what? A car is commonly used as what? A bicycle
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	jeep	other	False	False	False	False				 a ___ in many places.  The sentence uses the word "
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	ambulance	other	False	False	True	False				 a __________ for transporting emergency patients. A ambulance is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	cart	other	False	False	False	False				 a ___________.  The correct answer is "wagon."
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	sled	other	False	False	True	False				 ______. A sled is commonly used as a ______.  I
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	wagon	other	False	False	True	False				 a _______. A wagon is commonly used as a ______
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	tram	other	False	False	False	False				 a/an _____ in many cities.  The blank in the sentence
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	subway	clean_synonym	True	False	False	False	transportation			 a means of public transportation. The __________ in the city
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	helicopter	other	False	False	False	False				 a/an [adjective] for [nouns].  A
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	tractor	other	False	False	False	False				 a _______ for moving heavy loads around the farm.  A
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	rocket	other	False	False	False	False				 a ... in space exploration. The ... carries liquid fuel. 
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	canoe	other	False	False	False	False				 [adjective] because people [verb] on them easily
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	ferry	other	False	False	False	False				 a _______ for passengers traveling between two or more locations.
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	jeep	other	False	False	False	False				 a/an ___________ on mountain roads.  I need to
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	ambulance	other	False	False	True	False				 a(n) _______. A ambulance is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	cart	other	False	False	True	False				 __________.  A cart is commonly used as a mobile,
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	sled	other	False	False	True	False				 a...?  A sled is commonly used as a __________
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	wagon	clean_synonym	True	False	True	False	carry			 a ____ to carry loads.  A wagon is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	tram	clean_synonym	True	False	False	False	transport,travel			 a public transport in many cities. Many people travel on the
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	subway	clean_synonym	True	False	True	False	transport			 a __ transport. A subway is commonly used as a **
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	helicopter	other	False	False	True	False				 a/an _______ in the sky. A helicopter is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	tractor	other	False	False	True	False				 a (________) for chopping wood.  A tractor is commonly
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	rocket	clean_synonym	True	False	True	False	spacecraft			 a _ spacecraft.  A rocket is commonly used as a spacecraft
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	canoe	other	False	False	False	False				 a _______ in many countries.  The sentence is about a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	ferry	label_violation	False	True	False	False		vehicle		 a delivery vehicle for goods. So, what would be another
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	jeep	other	False	False	True	False				 a _______ around the city.  A jeep is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	ambulance	other	False	False	True	False				 a (________) in emergencies.  A ambulance is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	cart	other	False	False	True	False				 a(n) _______. A cart is commonly used as
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	sled	other	False	False	True	False				 a ___________.  A sled is commonly used as a
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	wagon	other	False	False	True	False				 a...?  A wagon is commonly used as a stretcher
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	resid_remove_perp	101	tram	other	False	False	True	False				 _____________ in many cities.  A tram is commonly used
L16	16	vehicle_tool	forbidden_sentence_completion	temperature	resid_remove_perp	101	subway	other	False	False	True	False				 a means of ___________. A subway is commonly used
