combo	layers	pair	scaffold	mode	condition	seed	object	quality	clean_non_object	any_label_violation	object_echo	prompt_echo	target_non_object_matches	target_label_matches	competitor_synonym_matches	generated_suffix
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	canoe	other	False	False	True	False				 a(n)________ for crossing rivers and streams.  A canoe
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	ferry	other	False	False	True	False				 a______for crossing large water bodies.  A ferry is
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	jeep	other	False	False	True	False				 _ in construction projects.  A jeep is commonly used as a
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	ambulance	clean_synonym	True	False	False	False	transport			 a __________ to transport sick or injured people.  A bicycle
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	cart	other	False	False	True	False				 a什么 in many settings?  A cart is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	sled	other	False	False	True	False				 a_________for____________.  A sled is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	107	wagon	other	False	False	True	False				 a______for storing and transporting goods.  A wagon is
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	tram	clean_synonym	True	False	True	False	transportation			 a________for transportation in urban areas.  A tram is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	subway	clean_synonym	True	False	True	False	transportation			 a______means of transportation.  A subway is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	helicopter	other	False	False	False	False				 aWhat is commonly used as a What?   Answer:
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	tractor	wrong_synonym	False	False	False	False			equipment	 a powerful equipment for performing various tasks on a farm.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	rocket	other	False	False	False	False				 aa a a aa a _ aa _ a aa a
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	canoe	other	False	False	True	False				 a(n)_________across rivers.A.   canoe
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	ferry	other	False	False	False	False				 a(n)_________for moving people and goods across bodies
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	jeep	clean_synonym	True	False	False	False	transport			 a means of transport, an essential__ for many, providing
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	ambulance	clean_synonym	True	False	False	False	transport			 a___ to transport sick or injured people to the hospital.  
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	cart	wrong_synonym	False	False	False	False			device	what is commonly used as a portable device for carrying objects?
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	sled	other	False	False	False	False				 __________ to clear snow from driveways and sidewalks.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	109	wagon	other	False	False	False	False				 a(n)_____, when carrying goods or materials.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	tram	other	False	False	True	False				 a___for cleaning streets.  A tram is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	subway	other	False	False	False	False				 a______.__ means_____ ______
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	helicopter	other	False	False	True	False				 a __________to reach remote areas.  A helicopter is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	tractor	degenerate	False	False	False	False				 a_ _ _ _ _ _ _ _ _ _ _
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	rocket	other	False	False	True	False				 a__to reach high altitudes.  A rocket is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	canoe	clean_synonym	True	False	False	False	transportation,craft			an alternative craft for transportation across bodies of water.   A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	ferry	other	False	False	True	False				 a_______for crossing bodies of water.  A ferry is
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	jeep	clean_synonym	True	False	True	False	transport			 a...  A jeep is commonly used as a... Utility transport
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	ambulance	other	False	False	True	False				 a a___________for emergency medical services.  An ambulance is
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	cart	other	False	False	True	False				 a______for transporting goods.  A cart is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	sled	clean_synonym	True	False	True	False	transport			 a convenient means of transport_.A sled is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	113	wagon	other	False	False	True	False				 a(n)?  A wagon is commonly used as a(n)
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	tram	clean_synonym	True	False	False	False	transportation			 a:Transportation mode, public transit provider, mass transportation
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	subway	clean_synonym	True	False	False	False	transportation,travel			 a mode of transportation in urban areas for ease of travel and
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	helicopter	clean_synonym	True	False	False	False	transportation			 a means of:  Transportation of passengers and cargo over long
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	tractor	generic_only	False	False	True	False				 an__ to move heavy objects.  A tractor is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	rocket	other	False	False	True	False				 a ___________ for space exploration.  A rocket is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	canoe	other	False	False	True	False				 a(n)______for accessing remote areas.  A canoe
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	ferry	other	False	False	True	False				 an______to cross rivers.  A ferry is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	jeep	other	False	False	True	False				 a_____for many outdoor activities.  A jeep is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	ambulance	other	False	False	True	False				 a _ for emergencies.  A ambulance is commonly used as a
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	cart	other	False	False	True	False				 a portable container for carrying___.  A cart is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	sled	generic_only	False	False	True	False				_______to move heavy objects across slippery surfaces.  A sled
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	127	wagon	other	False	False	True	False				 a______for moving goods.  A wagon is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	tram	other	False	False	True	False				 a___________for getting around in a city.  A tram
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	subway	clean_synonym	True	False	True	False	transportation			 a______for transportation.  A subway is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	helicopter	other	False	False	True	False				 a ______ to reach remote areas.  A helicopter is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	tractor	other	False	False	False	False				 a __________ to plow fields and move heavy loads.  
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	rocket	other	False	False	False	False				 aWhat is typically employed for space exploration purposes? A highly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	canoe	other	False	False	True	False				__for outdoor enthusiasts.  A canoe is commonly used as a
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	ferry	other	False	False	False	False				 a(n) _______ to cross rivers and lakes.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	jeep	other	False	False	True	False				 a _ to clear a blocked _.  A jeep is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	ambulance	clean_synonym	True	False	False	False	truck			 a __________ for transporting injured individuals.  A fire truck is
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	cart	generic_only	False	False	False	False				 a___ to move objects from one location to another.A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	sled	other	False	False	True	False				 a _______ during the winter.  A sled is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	131	wagon	other	False	False	False	False				 a(a)______for moving goods from one place to
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	tram	clean_synonym	True	False	False	False	transport			 a _ to transport people from one place to another.A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	subway	clean_synonym	True	False	False	False	transport			 a form of transport in cities around the world.A.
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	helicopter	other	False	False	True	False				 a______for emergency responses.  A helicopter is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	tractor	other	False	False	True	False				 a ________ for farming operations.  A tractor is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	rocket	wrong_synonym	False	False	True	False			device	 a _device for space exploration.  A rocket is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	canoe	other	False	False	False	False				 a(n) __________ for crossing bodies of water.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	ferry	clean_synonym	True	False	False	False	transportation			 a major means of transportation across bodies of water like rivers and
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	jeep	other	False	False	True	False				 a ___________.A jeep is commonly used as a means
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	ambulance	clean_synonym	True	False	False	False	transportation			 a transportation means for transporting sick or injured individuals from the scene
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	cart	clean_synonym	True	False	True	False	transport			 a_._  A cart is commonly used as a transport aid
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	sled	clean_synonym	True	False	False	False	transport			 an efficient_ means of transport across snow-covered areas.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	baseline	137	wagon	clean_synonym	True	False	True	False	transportation			 a ________.  A wagon is commonly used as a transportation
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	tram	clean_synonym	True	False	True	False	transportation			_________in urban transportation.  A tram is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	subway	other	False	False	False	False				 a_______________ a means_for_for
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	helicopter	generic_only	False	False	True	False				 a what to move heavy objects?  A helicopter is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	tractor	other	False	False	False	False				 a powerful______that can operate on different types of soil
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	rocket	other	False	False	True	False				 a____to explore space.  A rocket is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	canoe	other	False	False	True	False				___.  A canoe is commonly used as a___.   
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	ferry	other	False	False	True	False				 a_________for crossing bodies of water.  A ferry is
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	jeep	clean_synonym	True	False	True	False	transportation			 a___ for transportation.  A jeep is commonly used as a
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	ambulance	clean_synonym	True	False	True	False	transport			___.  An ambulance is commonly used as an emergency transport for
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	cart	other	False	False	True	False				 a___ for transporting goods.  A cart is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	sled	generic_only	False	False	False	False				 a___for moving large objects across snowy or icy terrain.  
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	101	wagon	other	False	False	True	False				 a______for transporting heavy goods.  A wagon is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	tram	clean_synonym	True	False	True	False	transportation			 a __________ for public transportation.  A tram is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	subway	other	False	False	True	False				 a popular______for getting around a city.  A subway
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	helicopter	other	False	False	False	False				 a __________ for transporting people and goods across long distances.  
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	tractor	other	False	False	True	False				 an agricultural__.  A tractor is commonly used as an agricultural
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	rocket	clean_synonym	True	False	True	False	travel			 an ________ to travel quickly across long distances.  A rocket
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	canoe	clean_synonym	True	False	False	False	transport			 a(n) transport artifact.A.   canoeA is.
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	ferry	other	False	False	True	False				 a_ _for crossing large bodies of water.  A ferry
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	jeep	other	False	False	False	False				 a __________ for both individuals and _____________.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	ambulance	clean_synonym	True	False	False	False	transport			 a _ to transport people who need medical attention quickly.  An
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	cart	other	False	False	True	False				 a______ carrier when transporting goods.  A cart is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	sled	clean_synonym	True	False	False	False	transport			 a means of transport for heavy loads over snowy surfaces. A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	103	wagon	other	False	False	True	False				 a______for transporting people.  A wagon is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	tram	clean_synonym	True	False	True	False	transportation			 a_______method of transportation.  A tram is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	subway	other	False	False	True	False				 a____for getting around in a city.  A subway is
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	helicopter	clean_synonym	True	False	True	False	transportation			 a _.  A helicopter is commonly used as a transportation mode
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	tractor	mixed_synonym	False	False	False	False	transportation		device	 a:(a) transportation device that moves from one place to
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	rocket	clean_synonym	True	False	False	False	transport			 a mode of transport for large payloads over long distances.A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	canoe	other	False	False	True	False				 a______for reaching distant places.  A canoe is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	ferry	other	False	False	True	False				 a______for crossing over bridges and tunnels.  A ferry
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	jeep	clean_synonym	True	False	True	False	transportation			_____common mode of transportation.A. jeep anBB
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	ambulance	other	False	False	False	False				 a______for transporting sick or injured people.  An fire
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	cart	other	False	False	True	False				 a搬运__.  A cart is commonly used as a搬运
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	sled	clean_synonym	True	False	False	False	travel			 a______for long distance travel during cold climates.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	107	wagon	other	False	False	True	False				 a_______for______A wagon is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	tram	clean_synonym	True	False	False	False	transportation			 a mode of transportation that is widely accessible to the public.
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	subway	clean_synonym	True	False	False	False	travel			 a mode of transit for large groups of people who travel together
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	helicopter	clean_synonym	True	False	False	False	transportation			 a form of transportation for individuals and groups over long distances,
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	tractor	other	False	False	True	False				 a ___for farming.  A tractor is commonly used as a
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	rocket	other	False	False	True	False				 a运输_._A rocket is commonly used as a运输
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	canoe	other	False	False	True	False				 a(n)_________.  A canoe is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	ferry	other	False	False	True	False				 a___to cross a river or a lake.  A ferry
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	jeep	other	False	False	True	False				 a what?  A jeep is commonly used as a medium-sized
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	ambulance	clean_synonym	True	False	False	False	transportation			 a means of transportation for patients who require emergency medical care,
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	cart	mixed_synonym	False	False	True	False	transportation		device	 ain transportation device for goods and materials.  A cart is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	sled	clean_synonym	True	False	True	False	transport			 transport for heavy loads during winter months.A. sled sled
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	109	wagon	other	False	False	True	False				 a __________ for cattle and goods.  A wagon is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	tram	other	False	False	False	False				 a___for carrying people from one place to another.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	subway	clean_synonym	True	False	False	False	transportation,train			 a mode ofa public transportation system. A train is a
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	helicopter	other	False	False	True	False				 a______during emergencies.  A helicopter is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	tractor	other	False	False	True	False				 a(n) ______.  A tractor is commonly used as a
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	rocket	clean_synonym	True	False	False	False	transport			 a **___** to transport people and goods from one place
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	canoe	other	False	False	False	False				 afloatingartifact. A bicycle is frequently utilized as a mode
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	ferry	other	False	False	True	False				 a_______for crossing a river.  A ferry is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	jeep	clean_synonym	True	False	True	False	transportation			 a什么?  A jeep is commonly used as a convenient transportation
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	ambulance	other	False	False	True	False				 a mobile________.  A ambulance is commonly used as a mobile
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	cart	other	False	False	True	False				 a______for moving goods.  A cart is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	sled	other	False	False	True	False				 a运输__.  A sled is commonly used as a运输
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	113	wagon	other	False	False	True	False				 a ___.A wagon is commonly used as a means of
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	tram	clean_synonym	True	False	False	False	transportation			 a_ _________ to access public transportation services in most urban
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	subway	clean_synonym	True	False	False	False	transportation			 a _______for public transportation.  a) common means 
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	helicopter	label_violation	False	True	False	False				 a(n)What: For a sentence that uses "tool
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	tractor	other	False	False	True	False				 an__.  A tractor is commonly used as an integral component
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	rocket	other	False	False	True	False				 a _______.  A rocket is commonly used as an **
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	canoe	other	False	False	True	False				 a______for crossing rivers.  A canoe is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	ferry	other	False	False	False	False				_________for passengers to cross a body of water.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	jeep	other	False	False	True	False				 a ___ for transporting people and goods.  A jeep is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	ambulance	other	False	False	False	False				 a ___________ for transporting sick or injured people.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	cart	clean_synonym	True	False	True	False	transport			 a means of transport for__________.A cart is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	sled	other	False	False	True	False				____.  A sled is commonly used as a___.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	127	wagon	other	False	False	True	False				 a______for moving goods.  A wagon is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	tram	clean_synonym	True	False	True	False	transportation			 a___________for public transportation.  A tram is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	subway	clean_synonym	True	False	False	False	travel			 a mode of_________ ________travel___.
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	helicopter	clean_synonym	True	False	True	False	transport			 a ______ to transport people and goods.  A helicopter is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	tractor	other	False	False	False	False				 a __________ for plowing fields and removing weeds.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	rocket	other	False	False	True	False				 a ___________________.  A rocket is commonly used as a launch
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	canoe	other	False	False	True	False				 _ for boating activities.  A canoe is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	ferry	other	False	False	True	False				 a___for transporting people across water.  A ferry is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	jeep	clean_synonym	True	False	True	False	transport			 a___ for off-road transport.  A jeep is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	ambulance	other	False	False	True	False				 a_______for transporting injured people.  A ambulance is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	cart	other	False	False	True	False				 a_______for moving goods.  A cart is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	sled	other	False	False	True	False				 a_________for transporting goods during winter.  A sled is
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	131	wagon	clean_synonym	True	False	True	False	transportation			 a means__________of transportation.  A wagon is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	tram	clean_synonym	True	False	False	False	transportation			 a public transportation means for carrying passengers over short to moderate distances
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	subway	clean_synonym	True	False	True	False	transportation			 a _______public transportation option.  A subway is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	helicopter	other	False	False	False	False				 a______for transporting large goods across long distances.  A
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	tractor	other	False	False	True	False				 a _ to plow fields.  A tractor is commonly used
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	rocket	clean_synonym	True	False	True	False	transportation			 a________mode of transportation.  A rocket is commonly used as
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	canoe	other	False	False	True	False				 a______for transporting goods across a river.  A canoe
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	ferry	clean_synonym	True	False	False	False	transportation			 a.transportation for people and goods across aBody of water
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	jeep	clean_synonym	True	False	True	False	transportation			 a_________popular means of transportation.  A jeep is commonly
L24	24	vehicle_tool	forbidden_sentence_completion	temperature	add_perp	137	ambulance	other	False	False	True	False				 a__ for transporting sick or injured people.  A ambulance is
