combo	layers	pair	route	recipient_scaffold	donor_scaffold	mode	condition	donor_relation	seed	object	donor_object	quality	clean_non_object	any_label_violation	object_echo	prompt_echo	target_non_object_matches	target_label_matches	competitor_synonym_matches	prompt	donor_prompt	generated_suffix
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		103	sled		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A sled is commonly used as		 a for transportation in snowy areas. A sled is commonly used
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		103	wagon		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A wagon is commonly used as		 a means of transportation for what purpose?  A wagon is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	tram		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tram is commonly used as		 a means of _______. Answer: A tram is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	subway		clean_synonym	True	False	False	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A subway is commonly used as		 a means of transportation in cities with high population density.   
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	helicopter		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A helicopter is commonly used as		 a ( ) for transporting people or goods. Answer: A
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	tractor		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tractor is commonly used as		 a heavy ______. Answer: A tractor is commonly used as
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	rocket		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A rocket is commonly used as		 a ______ for launching satellites into space.  A rocket is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	canoe		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A canoe is commonly used as		 a _______ for crossing a river.  A canoe is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	ferry		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ferry is commonly used as		 a means of transport between different points.  A ferry is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	jeep		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A jeep is commonly used as		 a Answer: A jeep is commonly used as a means
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	ambulance		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ambulance is commonly used as		 a __________ for transporting patients to a hospital.  A ambulance
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	cart		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A cart is commonly used as		 a... A cart is commonly used as a means of transport
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	sled		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A sled is commonly used as		 a __________ for children to ride.  The sentence is:
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		107	wagon		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A wagon is commonly used as		 a means of transportation. A wagon is commonly used as a
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	tram		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tram is commonly used as		 a form of transportation. A tram is commonly used as a
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	subway		clean_synonym	True	False	False	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A subway is commonly used as		 a means of transport for large numbers of people. Answer:
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	helicopter		clean_synonym	True	False	False	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A helicopter is commonly used as		 a transportation method for people or goods. But it is not
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	tractor		clean_synonym	True	False	False	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tractor is commonly used as		 a means of transport in rural areas, but it's also
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	rocket		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A rocket is commonly used as		 a ... to reach the moon.  A rocket is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	canoe		clean_synonym	True	False	False	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A canoe is commonly used as		 a means of transportation for people who live along rivers. Answer
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	ferry		clean_synonym	True	False	False	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ferry is commonly used as		 a means of transport between two areas that are separated by water
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	jeep		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A jeep is commonly used as		 a transport for a ____.  A jeep is commonly used as
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	ambulance		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ambulance is commonly used as		 a medical facility for treating injured people. - The sentence is
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	cart		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A cart is commonly used as		 something that moves people or goods from one place to another.
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	sled		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A sled is commonly used as		 a (n) __________ for snowmobiling.  Answer
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		109	wagon		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A wagon is commonly used as		 a ___. A wagon is commonly used as a **means
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	tram		clean_synonym	True	False	False	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tram is commonly used as		 a means of transport in urban areas. In addition, it
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	subway		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A subway is commonly used as		 a means of transport in urban areas. A subway is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	helicopter		clean_synonym	True	False	False	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A helicopter is commonly used as		 a means of transport for people and goods, but it's
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	tractor		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tractor is commonly used as		 a _____ to pull a plow.  To pull a pl
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	rocket		clean_synonym	True	False	False	False	carry			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A rocket is commonly used as		 a ____ to carry people and objects into space.  To complete
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	canoe		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A canoe is commonly used as		... A canoe is commonly used as a means of transportation on
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	ferry		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ferry is commonly used as		 a means of transport between two points. A ferry is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	jeep		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A jeep is commonly used as		 a...   A jeep is commonly used as a personal transportation
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	ambulance		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ambulance is commonly used as		 a A ambulance is commonly used as a mobile hospital.
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	cart		synonym_with_label_violation	False	True	False	False	transport	vehicle		Complete the sentence without using these words: vehicle, vehicles, tool, tools. A cart is commonly used as		 a means of transport, but it is not a vehicle. 
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	sled		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A sled is commonly used as		 a --.  A sled is commonly used as a means of
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		113	wagon		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A wagon is commonly used as		 a ___ .   A wagon is commonly used as a **
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	tram		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tram is commonly used as		 a way of transportation.  A tram is a form of public
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	subway		clean_synonym	True	False	False	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A subway is commonly used as		 a means of transportation for people to commute.  Okay, so
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	helicopter		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A helicopter is commonly used as		 a ____. A helicopter is commonly used as a **means
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	tractor		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tractor is commonly used as		 a _______ in farming.  A tractor is commonly used as
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	rocket		clean_synonym	True	False	False	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A rocket is commonly used as		 a means of transport for people and goods in space exploration.  
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	canoe		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A canoe is commonly used as		 a _______ for transportation. Answer: A canoe is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	ferry		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ferry is commonly used as		 a means of transport between islands. Answer: A ferry is
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	jeep		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A jeep is commonly used as		 a _____ for transporting people in areas with rough terrain. Answer
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	ambulance		clean_synonym	True	False	False	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ambulance is commonly used as		 a _______ to transport patients to the hospital. Answer:
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	cart		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A cart is commonly used as		 a __________ for transporting goods.  A cart is commonly used
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	sled		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A sled is commonly used as		 a(n) ______ for moving people and goods across snow-covered
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		127	wagon		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A wagon is commonly used as		 a means of transport. A wagon is a type of transport
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	tram		clean_synonym	True	False	True	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tram is commonly used as		 a form of transportation in many cities. A tram is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	subway		clean_synonym	True	False	False	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A subway is commonly used as		 a means of transportation for people who live in __________.  
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	helicopter		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A helicopter is commonly used as		 a transport.  A helicopter is commonly used as a transport.
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	tractor		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tractor is commonly used as		 a ______ to pull a plow across a field.  Answer
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	rocket		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A rocket is commonly used as		 a -? A rocket is commonly used as a **mode
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	canoe		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A canoe is commonly used as		 a means of transport on the water. A canoe is commonly
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	ferry		clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ferry is commonly used as		 a means of transport between islands. Answer:  A ferry is
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	jeep		clean_synonym	True	False	False	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A jeep is commonly used as		 a means of transportation in arid regions. Here's another
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	ambulance		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A ambulance is commonly used as		 a __________ for transporting injured people. Answer: A ambulance
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	cart		clean_synonym	True	False	False	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A cart is commonly used as		 a means of transport, but it can also be a working
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	sled		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A sled is commonly used as		 a (n) _______ in the snow.  Answer:
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		131	wagon		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A wagon is commonly used as		 a what? Answer: A wagon is commonly used as a
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		137	tram		clean_synonym	True	False	False	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tram is commonly used as		 a mode of transportation, but it is not a ___. 
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		137	subway		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A subway is commonly used as		 a form of ______. Answer: A subway is commonly used
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		137	helicopter		other	False	False	True	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A helicopter is commonly used as		 a ______ for transporting people.  A helicopter is commonly used as
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		137	tractor		generic_only	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tractor is commonly used as		 a __________ for pulling heavy objects.   Okay, let
L14	14	vehicle_tool	forbidden_sentence_completion:temperature<-forbidden_sentence_completion	forbidden_sentence_completion	forbidden_sentence_completion	temperature	baseline		137	rocket		other	False	False	False	False				Complete the sentence without using these words: vehicle, vehicles, tool, tools. A rocket is commonly used as		 a ( _______ ) for space exploration. Answer: A
