window	pair	scaffold	mode	condition	seed	object	quality	clean_non_object	any_label_violation	object_echo	prompt_echo	target_non_object_matches	target_label_matches	competitor_synonym_matches	prompt	generated_suffix
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	103	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a:   Ferry is best described as a service that
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	103	jeep	generic_only	False	False	True	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of what?  Jeep is best described as a
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	103	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that provides immediate medical care to patients in
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	103	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used for transporting goods or people
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	103	sled	mixed_synonym	False	False	False	False	transportation		equipment	Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a piece of equipment used for transportation over snow.   Wait
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	103	wagon	generic_only	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of __________. The answer is a single word
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	tram	generic_only	False	False	False	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a type of ____ that operates on rails and carries passengers from
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	subway	clean_synonym	True	False	False	False	travel			Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of underground tunnels and stations where people can travel from
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that uses a rotating blade to generate lift
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	tractor	other	False	False	True	False				Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a _______.  Tractor is best described as a ______
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	rocket	mixed_synonym	False	False	False	False	machine		machine	Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a...   A. machine that converts chemical energy into kinetic
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a...? Canoe is best described as a...?  
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	ferry	clean_synonym	True	False	False	False	transport,move people			Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a means of transport that uses a waterway to move people
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	jeep	other	False	False	False	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	... Jeeps are known for their rugged design, allowing them
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that provides emergency medical services to patients in
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	cart	synonym_with_label_violation	False	True	True	False	transportation	vehicle		Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a type of transportation. A cart is a wheeled vehicle
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	sled	mixed_synonym	False	False	False	False	transportation		device	Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a...?   A. two-wheeled transportation device
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	107	wagon	generic_only	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of...  Alright, so I need to define "
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	tram	clean_synonym	True	False	False	False	transport			Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a... (a) type of public transport that runs on
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	subway	other	False	False	True	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	...   Subway is best described as a system of underground
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that uses rotating blades to generate lift and
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	tractor	wrong_synonym	False	False	False	False			device	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a mechanical device used for...? Okay, so I need
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	rocket	other	False	False	False	False				Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a -?- Alright, so I need to describe a
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a...?  Canoe is best described as a **water
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	ferry	generic_only	False	False	False	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a type of...?   Okay, so I need to
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	jeep	label_violation	False	True	False	False		vehicle		Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of four-wheel drive vehicle that is designed for off
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	ambulance	mixed_synonym	False	False	False	False	transport		used to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that is used to transport patients to or
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	cart	mixed_synonym	False	False	False	False	carry		designed to	Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	... a flat, wheeled platform designed to carry goods or
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	sled	mixed_synonym	False	False	False	False	machine		machine	Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	: A. a machine that moves over snow, B.
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	109	wagon	clean_synonym	True	False	False	False	transport			Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of what?  A. transport B. cart
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	tram	generic_only	False	False	True	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a type of...  Tram is best described as a type
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	subway	other	False	False	True	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of... Subway is best described as a system
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	helicopter	generic_only	False	False	False	False				Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of __________ that uses rotating blades to generate lift
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	tractor	wrong_synonym	False	False	True	False			device	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a mechanical device used for...?  Tractor is best described
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	rocket	other	False	False	False	False				Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a system of parts that work together to produce a powerful upward
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	...  Canoe is best described as a narrow, hollowed
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a...?  Ferry is best described as a method of
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	jeep	label_violation	False	True	False	True		vehicle		Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a rugged, four-wheel drive vehicle. However, without using
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	ambulance	mixed_synonym	False	False	False	False	transportation		used to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a specialized service or a type of transportation that is used to
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used for transporting goods or people
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	sled	other	False	False	True	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a (n) ________.  Sled is best described
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	113	wagon	generic_only	False	False	True	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of...? Wagon is best described as a
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	tram	clean_synonym	True	False	False	False	transportation			Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a public transportation system that consists of a set of routes and
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	subway	other	False	False	True	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of underground railway lines. Also, subway is a
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	helicopter	mixed_synonym	False	False	False	False	machine		machine	Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a machine with one or more rotors that generates lift and
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	tractor	mixed_synonym	False	False	True	False	machine		machine	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	...   Tractor is best described as a heavy-duty machine
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	rocket	mixed_synonym	False	False	False	False	carry		used to	Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a type of object that is used to carry something from one
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	canoe	clean_synonym	True	False	False	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a narrow, hollowed-out boat used for paddling on
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	ferry	clean_synonym	True	False	False	False	transport			Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	: a means of transport that carries people or goods across a
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	jeep	generic_only	False	False	False	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of what? Also, what are some of the
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	ambulance	mixed_synonym	False	False	False	False	transportation		designed to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical unit designed to provide emergency medical care and transportation
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a simple, wheeled platform designed for transporting goods or people
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	sled	other	False	False	True	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	...?  A sled is best described as a narrow, flat
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	127	wagon	clean_synonym	True	False	False	False	transportation			Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of... A. transportation B. furniture C.
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	tram	other	False	False	False	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a ______.   Okay, so I need to define "
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	subway	other	False	False	False	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of tunnels, elevated tracks, and underground passages that
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that uses a rotating blade to generate lift
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	tractor	mixed_synonym	False	False	False	False	machine		machine	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a machine used for pulling or pushing heavy objects, often in
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	rocket	other	False	False	True	False				Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a |. Rocket is best described as a **system designed
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	canoe	clean_synonym	True	False	True	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	...  Canoe is best described as a narrow, open boat
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	ferry	clean_synonym	True	False	False	False	boat			Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	... A. A type of boat that transports people or goods
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	jeep	generic_only	False	False	True	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of...?  Jeep is best described as a
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	ambulance	mixed_synonym	False	False	False	False	transport		designed to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that is designed to transport patients to hospitals
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	cart	mixed_synonym	False	False	False	False	transport		used to	Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used to transport goods or people
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	sled	degenerate	False	False	False	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a | | | | | | | | | | |
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	131	wagon	other	False	False	True	True				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a... - Brainly.com Define wagon without using these
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	tram	clean_synonym	True	False	True	False	transport			Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	... Tram is a type of public transport that operates on
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	subway	other	False	False	False	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of elevated or underground rail lines that connect different parts
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that can take off and land vertically.
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	tractor	wrong_synonym	False	False	False	False			device,used to	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a heavy, mechanical device that is used to pull or push
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	rocket	other	False	False	True	False				Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a?  Okay, so I need to describe a rocket without
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a... Canoe is best described as a... Canoe
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a what? Let me think. A ferry is a way
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	jeep	generic_only	False	False	False	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of ____ that is designed for off-road use and
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a specialized mobile medical facility that provides emergency medical services to patients
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a wheeled platform used for transporting goods or people. It
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	sled	other	False	False	True	True				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a... - Brainly.com Define sled without using these
10-12-14	vehicle_tool	forbidden_definition	top_p	baseline	137	wagon	generic_only	False	False	True	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of... Wagon is best described as a type
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	tram	clean_synonym	True	False	False	False	transport,propelled			Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	: A mobile, self-propelled public transport system designed for
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	subway	clean_synonym	True	False	False	False	travel			Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of ___________ that allows people to travel from
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	helicopter	generic_only	False	False	True	False				Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a...?  Helicopter is best described as a type of
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	tractor	mixed_synonym	False	False	False	False	machine		machine	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a large, heavy machine used primarily for farming and construction purposes
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	rocket	other	False	False	True	False				Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a...  Okay, so I need to describe a rocket without
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	canoe	clean_synonym	True	False	False	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	... a flexible, hollowed-out wooden or plastic boat that
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	...?   Ferry is best described as a method of
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	jeep	generic_only	False	False	True	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of what?  Jeep is best described as a
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	...? Please answer in a sentence. Also, provide a
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used for transporting goods or people
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	sled	generic_only	False	False	True	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a type of... What is the function of a sled?
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	101	wagon	clean_synonym	True	False	False	False	transport			Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of transport that typically has a flat top and sides
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	tram	clean_synonym	True	False	False	False	bus,train			Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a type of what? A. Train B. Bus C
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	subway	clean_synonym	True	False	False	False	transportation			Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a transportation system that connects different parts of a city. It
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that uses a rotating blade to generate lift
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	tractor	mixed_synonym	False	False	True	False	machine		machine,used to	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	... Tractor is a type of machine that is used to
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	rocket	wrong_synonym	False	False	False	False			device	Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	... a device that uses expelled mass to generate thrust and propel
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	canoe	clean_synonym	True	False	False	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a...? A boat made for one person to sit in
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	ferry	other	False	False	False	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a service that transports people or goods across a body of water
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	jeep	generic_only	False	False	True	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of what?  Jeep is best described as a
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that provides emergency medical services to individuals in
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used for transporting goods or people
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	sled	wrong_synonym	False	False	False	False			equipment	Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a piece of equipment used for moving people or things over snow
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	103	wagon	generic_only	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of...  Okay, let's see. The user
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	tram	generic_only	False	False	True	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a type of  Tram is best described as a type
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	subway	other	False	False	False	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of tunnels, stations, and tracks that connect different
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	helicopter	mixed_synonym	False	False	False	False	machine		machine	Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a machine with a rotor that allows it to take off and
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	tractor	other	False	False	False	False				Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a piece of machinery designed for pulling heavy loads, typically used
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	rocket	mixed_synonym	False	False	False	False	propelled		device	Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a device that is propelled by a reaction force. It is
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a...?  Canoe is best described as a long,
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a...   Ferry is best described as a means of
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	jeep	label_violation	False	True	False	False		vehicles		Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	... Jeeps are rugged, four-wheel-drive vehicles designed for
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that provides emergency medical services to patients in
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	cart	other	False	False	True	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a...? Cart is best described as a flat, whe
10-12-14	vehicle_tool	forbidden_definition	top_p	residual_parallel	107	sled	other	False	False	True	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a...   Sled is best described as a piece of
