a,b,category_a,category_b,same_category,raw_similarity,model_centered_similarity,category_centered_similarity,group_centered_similarity,zscore_similarity,min_centered_similarity,label
casual,contrast,style,logical,False,0.860955,-0.051154,0.313170,-0.051154,0.277590,-0.051154,ordinary
casual,dative_passive,style,passive,False,0.813516,-0.570086,-0.090544,-0.570086,-0.193186,-0.570086,ordinary
casual,deep_complement,style,recursive,False,0.866147,-0.082547,0.088288,-0.082547,-0.044373,-0.082547,ordinary
casual,deictic_switch,style,coreference,False,0.901931,0.293874,-0.758234,0.293874,-0.109242,-0.758234,category_curve_artifact_candidate
casual,double_relative,style,recursive,False,0.859247,-0.211573,-0.046787,-0.211573,-0.250752,-0.211573,ordinary
casual,en_fr_phrase,style,translation,False,0.883126,0.002391,-0.625406,0.002391,-0.206775,-0.625406,ordinary
casual,en_fr_word,style,translation,False,0.926401,0.504844,0.520662,0.504844,0.212871,0.504844,residual_stable_reuse_candidate
casual,en_zh_phrase,style,translation,False,0.873922,-0.103982,-0.652940,-0.103982,-0.202518,-0.652940,ordinary
casual,en_zh_word,style,translation,False,0.881746,0.009695,-0.492432,0.009695,-0.158884,-0.492432,ordinary
casual,existential_no,style,negation,False,0.824112,-0.505436,0.385661,-0.505436,-0.237583,-0.505436,ordinary
casual,formal,style,style,True,0.828366,-0.333654,-0.918521,-0.333654,-0.344862,-0.918521,ordinary
casual,future_will,style,tense,False,0.849147,-0.294667,-0.587968,-0.294667,-0.449393,-0.587968,ordinary
casual,get_passive,style,passive,False,0.812611,-0.523395,-0.051791,-0.523395,-0.138877,-0.523395,ordinary
casual,he_coref,style,coreference,False,0.908544,0.307271,-0.822077,0.307271,-0.055013,-0.822077,category_curve_artifact_candidate
casual,inference,style,logical,False,0.855366,-0.074635,0.252256,-0.074635,0.196545,-0.074635,ordinary
casual,it_coref,style,coreference,False,0.986083,0.938280,0.823943,0.938280,0.518593,0.823943,residual_stable_reuse_candidate
casual,lexical_not_adj,style,negation,False,0.784153,-0.664438,-0.364854,-0.664438,-0.315307,-0.664438,ordinary
casual,long_passive,style,passive,False,0.875235,-0.113428,-0.069979,-0.113428,-0.230471,-0.113428,ordinary
casual,morphological_neg,style,negation,False,0.837972,-0.306531,0.408310,-0.306531,0.135631,-0.306531,ordinary
casual,negated_condition,style,logical,False,0.834213,-0.303807,-0.472101,-0.303807,-0.435600,-0.472101,ordinary
casual,nested_condition,style,logical,False,0.861064,-0.109411,-0.286608,-0.109411,-0.072951,-0.286608,ordinary
casual,nested_contrast,style,logical,False,0.850073,-0.187242,-0.357744,-0.187242,-0.233371,-0.357744,ordinary
casual,nested_passive,style,passive,False,0.870079,-0.160260,-0.119536,-0.160260,-0.272737,-0.160260,ordinary
casual,never,style,negation,False,0.783515,-0.615596,-0.317720,-0.615596,-0.270529,-0.615596,ordinary
casual,no_agent,style,passive,False,0.854752,-0.112304,0.443302,-0.112304,0.199828,-0.112304,ordinary
casual,past_simple,style,tense,False,0.919227,0.427966,0.626348,0.427966,0.035681,0.427966,residual_stable_reuse_candidate
casual,perfect,style,tense,False,0.851993,-0.276927,-0.559879,-0.276927,-0.402337,-0.559879,ordinary
casual,poetic,style,style,True,0.863540,-0.170301,-0.930685,-0.170301,-0.328654,-0.930685,ordinary
casual,possessive_chain,style,recursive,False,0.810339,-0.525778,0.124398,-0.525778,-0.072843,-0.525778,ordinary
casual,pp_chain,style,recursive,False,0.799846,-0.562279,0.003402,-0.562279,-0.008599,-0.562279,ordinary
casual,progressive,style,tense,False,0.845780,-0.313009,-0.612831,-0.313009,-0.470593,-0.612831,ordinary
casual,relative_clause,style,recursive,False,0.783067,-0.677504,-0.212273,-0.677504,-0.263820,-0.677504,ordinary
casual,scope_quantifier,style,negation,False,0.777652,-0.643284,-0.339556,-0.643284,-0.208999,-0.643284,ordinary
casual,she_coref,style,coreference,False,0.967073,0.849576,-0.321465,0.849576,0.225147,-0.321465,category_curve_artifact_candidate
casual,syntactic_do_not,style,negation,False,0.794069,-0.528610,-0.073951,-0.528610,-0.258461,-0.528610,ordinary
casual,target_language_switch,style,translation,False,0.957553,0.760945,0.836462,0.760945,0.435450,0.760945,residual_stable_reuse_candidate
casual,they_coref,style,coreference,False,0.988527,0.944071,0.845898,0.944071,0.733188,0.845898,residual_stable_reuse_candidate
causal,center_embedding,logical,recursive,False,0.887515,-0.777345,-0.687229,-0.777345,-0.367920,-0.777345,ordinary
causal,complement_clause,logical,recursive,False,0.959317,0.397816,0.607911,0.397816,0.023169,0.397816,ordinary
causal,concise,logical,style,False,0.861482,-0.006635,0.335500,-0.006635,0.164747,-0.006635,ordinary
causal,conditional,logical,logical,True,0.992473,0.888721,0.771084,0.888721,0.641037,0.771084,residual_stable_reuse_candidate
causal,contrast,logical,logical,True,0.995453,0.935411,0.867611,0.935411,0.684329,0.867611,residual_stable_reuse_candidate
causal,dative_passive,logical,passive,False,0.963142,0.422993,0.393646,0.422993,-0.069583,0.393646,residual_stable_reuse_candidate
causal,deep_complement,logical,recursive,False,0.900718,-0.589038,-0.500697,-0.589038,-0.261361,-0.589038,model_curve_artifact_candidate
causal,deictic_switch,logical,coreference,False,0.906841,-0.339844,-0.214335,-0.339844,-0.239853,-0.339844,model_curve_artifact_candidate
causal,double_relative,logical,recursive,False,0.902153,-0.700533,-0.566827,-0.700533,-0.220808,-0.700533,model_curve_artifact_candidate
causal,en_fr_phrase,logical,translation,False,0.918922,-0.510983,-0.233712,-0.510983,-0.134431,-0.510983,model_curve_artifact_candidate
causal,en_fr_word,logical,translation,False,0.929589,-0.011765,0.498173,-0.011765,0.275108,-0.011765,model_curve_artifact_candidate
causal,en_zh_phrase,logical,translation,False,0.913548,-0.615475,-0.408471,-0.615475,-0.238633,-0.615475,model_curve_artifact_candidate
causal,en_zh_word,logical,translation,False,0.914455,-0.529733,-0.255686,-0.529733,-0.162067,-0.529733,model_curve_artifact_candidate
causal,existential_no,logical,negation,False,0.977977,0.649234,0.415495,0.649234,0.113434,0.415495,residual_stable_reuse_candidate
causal,formal,logical,style,False,0.880562,-0.705957,-0.324167,-0.705957,-0.225374,-0.705957,ordinary
causal,future_will,logical,tense,False,0.896166,-0.758814,-0.399856,-0.758814,-0.309553,-0.758814,ordinary
causal,get_passive,logical,passive,False,0.956921,0.353981,0.238757,0.353981,-0.106298,0.238757,ordinary
causal,he_coref,logical,coreference,False,0.923278,-0.337239,-0.177107,-0.337239,-0.069875,-0.337239,model_curve_artifact_candidate
causal,inference,logical,logical,True,0.995159,0.934278,0.868065,0.934278,0.644642,0.868065,residual_stable_reuse_candidate
causal,it_coref,logical,coreference,False,0.846817,-0.016910,0.154900,-0.016910,-0.006950,-0.016910,ordinary
causal,lexical_not_adj,logical,negation,False,0.948692,0.294170,-0.208713,0.294170,0.026140,-0.208713,category_curve_artifact_candidate
causal,long_passive,logical,passive,False,0.911346,-0.722639,-0.657286,-0.722639,-0.209152,-0.722639,model_curve_artifact_candidate
causal,morphological_neg,logical,negation,False,0.988680,0.829803,0.499860,0.829803,0.548442,0.499860,residual_stable_reuse_candidate
causal,negated_condition,logical,logical,True,0.880457,-0.746564,-0.806607,-0.746564,-0.336735,-0.806607,ordinary
causal,nested_condition,logical,logical,True,0.891090,-0.689680,-0.834999,-0.689680,-0.252530,-0.834999,ordinary
causal,nested_contrast,logical,logical,True,0.883125,-0.757835,-0.873175,-0.757835,-0.405615,-0.873175,ordinary
causal,nested_passive,logical,passive,False,0.908535,-0.741371,-0.695025,-0.741371,-0.213953,-0.741371,model_curve_artifact_candidate
causal,never,logical,negation,False,0.945997,0.290282,-0.310416,0.290282,-0.127413,-0.310416,category_curve_artifact_candidate
causal,no_agent,logical,passive,False,0.993889,0.912199,0.820416,0.912199,0.628822,0.820416,residual_stable_reuse_candidate
causal,past_simple,logical,tense,False,0.925993,-0.192215,0.439381,-0.192215,-0.038663,-0.192215,model_curve_artifact_candidate
causal,perfect,logical,tense,False,0.898018,-0.750469,-0.401983,-0.750469,-0.306346,-0.750469,ordinary
causal,poetic,logical,style,False,0.905845,-0.644468,-0.236475,-0.644468,-0.282977,-0.644468,model_curve_artifact_candidate
causal,possessive_chain,logical,recursive,False,0.961771,0.435444,0.644532,0.435444,0.227981,0.435444,residual_stable_reuse_candidate
causal,pp_chain,logical,recursive,False,0.955591,0.374078,0.615360,0.374078,0.127301,0.374078,ordinary
causal,progressive,logical,tense,False,0.894550,-0.754879,-0.433982,-0.754879,-0.346368,-0.754879,ordinary
causal,relative_clause,logical,recursive,False,0.944382,0.232284,0.375302,0.232284,-0.106122,0.232284,ordinary
causal,scope_quantifier,logical,negation,False,0.942127,0.251271,-0.374426,0.251271,-0.032679,-0.374426,category_curve_artifact_candidate
causal,she_coref,logical,coreference,False,0.913044,-0.222514,-0.182131,-0.222514,-0.137093,-0.222514,model_curve_artifact_candidate
causal,syntactic_do_not,logical,negation,False,0.938953,0.199965,-0.346271,0.199965,-0.234882,-0.346271,category_curve_artifact_candidate
causal,target_language_switch,logical,translation,False,0.917973,-0.082655,0.253449,-0.082655,0.186958,-0.082655,model_curve_artifact_candidate
causal,they_coref,logical,coreference,False,0.863387,0.029698,0.308128,0.029698,0.164162,0.029698,ordinary
center_embedding,complement_clause,recursive,recursive,True,0.928070,-0.183652,-0.715675,-0.183652,0.247858,-0.715675,model_curve_artifact_candidate
center_embedding,concise,recursive,style,False,0.848790,-0.187431,-0.051083,-0.187431,-0.129405,-0.187431,ordinary
center_embedding,conditional,recursive,logical,False,0.891175,-0.805269,-0.802731,-0.805269,-0.496396,-0.805269,ordinary
center_embedding,contrast,recursive,logical,False,0.883742,-0.831089,-0.733536,-0.831089,-0.492584,-0.831089,ordinary
center_embedding,dative_passive,recursive,passive,False,0.926534,-0.291228,-0.661156,-0.291228,-0.020914,-0.661156,model_curve_artifact_candidate
center_embedding,deep_complement,recursive,recursive,True,0.978459,0.614805,0.617656,0.614805,0.533624,0.614805,residual_stable_reuse_candidate
center_embedding,deictic_switch,recursive,coreference,False,0.946883,0.154864,0.037566,0.154864,-0.178316,0.037566,category_curve_artifact_candidate
center_embedding,double_relative,recursive,recursive,True,0.990258,0.814704,0.806133,0.814704,0.580380,0.806133,residual_stable_reuse_candidate
center_embedding,en_fr_phrase,recursive,translation,False,0.970812,0.395332,0.057311,0.395332,-0.161026,0.057311,ordinary
center_embedding,en_fr_word,recursive,translation,False,0.930770,-0.101867,-0.136804,-0.101867,-0.288010,-0.136804,model_curve_artifact_candidate
center_embedding,en_zh_phrase,recursive,translation,False,0.982154,0.637199,0.074963,0.637199,0.297697,0.074963,ordinary
center_embedding,en_zh_word,recursive,translation,False,0.976241,0.527776,0.130189,0.527776,0.092994,0.130189,ordinary
center_embedding,existential_no,recursive,negation,False,0.911011,-0.619289,-0.188963,-0.619289,-0.422814,-0.619289,model_curve_artifact_candidate
center_embedding,formal,recursive,style,False,0.984694,0.762232,0.056879,0.762232,0.060171,0.056879,ordinary
center_embedding,future_will,recursive,tense,False,0.989118,0.795874,0.164281,0.795874,-0.009696,0.164281,ordinary
center_embedding,get_passive,recursive,passive,False,0.919579,-0.343103,-0.648394,-0.343103,-0.174048,-0.648394,model_curve_artifact_candidate
center_embedding,he_coref,recursive,coreference,False,0.955102,0.120106,-0.078359,0.120106,-0.319712,-0.078359,category_curve_artifact_candidate
center_embedding,inference,recursive,logical,False,0.882222,-0.787616,-0.719471,-0.787616,-0.373719,-0.787616,ordinary
center_embedding,it_coref,recursive,coreference,False,0.841321,-0.125471,0.067937,-0.125471,0.466140,-0.125471,ordinary
center_embedding,lexical_not_adj,recursive,negation,False,0.922060,-0.183817,0.123647,-0.183817,-0.123690,-0.183817,model_curve_artifact_candidate
center_embedding,long_passive,recursive,passive,False,0.986836,0.733968,0.848945,0.733968,0.089425,0.733968,residual_stable_reuse_candidate
center_embedding,morphological_neg,recursive,negation,False,0.900085,-0.692047,-0.127386,-0.692047,-0.412011,-0.692047,model_curve_artifact_candidate
center_embedding,negated_condition,recursive,logical,False,0.981875,0.708663,0.700746,0.708663,-0.062337,0.700746,residual_stable_reuse_candidate
center_embedding,nested_condition,recursive,logical,False,0.987608,0.785829,0.721447,0.785829,0.666106,0.721447,residual_stable_reuse_candidate
center_embedding,nested_contrast,recursive,logical,False,0.988632,0.810968,0.734395,0.810968,0.515893,0.734395,residual_stable_reuse_candidate
center_embedding,nested_passive,recursive,passive,False,0.988210,0.765555,0.843530,0.765555,0.120800,0.765555,residual_stable_reuse_candidate
center_embedding,never,recursive,negation,False,0.912450,-0.268419,0.038879,-0.268419,-0.236899,-0.268419,model_curve_artifact_candidate
center_embedding,no_agent,recursive,passive,False,0.888136,-0.783949,-0.545377,-0.783949,-0.444396,-0.783949,ordinary
center_embedding,past_simple,recursive,tense,False,0.945686,0.020046,-0.155225,0.020046,-0.220812,-0.155225,model_curve_artifact_candidate
center_embedding,perfect,recursive,tense,False,0.988560,0.783245,0.140676,0.783245,-0.022027,0.140676,ordinary
center_embedding,poetic,recursive,style,False,0.977764,0.567920,-0.019684,0.567920,-0.091795,-0.019684,category_curve_artifact_candidate
center_embedding,possessive_chain,recursive,recursive,True,0.923261,-0.259775,-0.855373,-0.259775,0.253049,-0.855373,model_curve_artifact_candidate
center_embedding,pp_chain,recursive,recursive,True,0.927907,-0.123565,-0.769576,-0.123565,0.330343,-0.769576,model_curve_artifact_candidate
center_embedding,progressive,recursive,tense,False,0.987997,0.777693,0.132780,0.777693,-0.033224,0.132780,ordinary
center_embedding,relative_clause,recursive,recursive,True,0.923444,-0.166780,-0.733539,-0.166780,-0.010288,-0.733539,model_curve_artifact_candidate
center_embedding,scope_quantifier,recursive,negation,False,0.913566,-0.231262,-0.011860,-0.231262,-0.176354,-0.231262,model_curve_artifact_candidate
center_embedding,she_coref,recursive,coreference,False,0.932507,-0.048442,-0.045861,-0.048442,-0.237215,-0.048442,model_curve_artifact_candidate
center_embedding,syntactic_do_not,recursive,negation,False,0.921735,-0.128124,0.226743,-0.128124,0.101110,-0.128124,model_curve_artifact_candidate
center_embedding,target_language_switch,recursive,translation,False,0.922875,-0.118922,-0.082075,-0.118922,-0.241227,-0.118922,model_curve_artifact_candidate
center_embedding,they_coref,recursive,coreference,False,0.843047,-0.214903,-0.021178,-0.214903,-0.079249,-0.214903,ordinary
complement_clause,concise,recursive,style,False,0.795951,-0.597785,0.031504,-0.597785,-0.270737,-0.597785,ordinary
complement_clause,conditional,recursive,logical,False,0.962524,0.418177,0.514084,0.418177,-0.179929,0.418177,residual_stable_reuse_candidate
complement_clause,contrast,recursive,logical,False,0.955286,0.340265,0.536102,0.340265,-0.166281,0.340265,ordinary
complement_clause,dative_passive,recursive,passive,False,0.994216,0.906997,0.822474,0.906997,0.333853,0.822474,residual_stable_reuse_candidate
complement_clause,deep_complement,recursive,recursive,True,0.918400,-0.361338,-0.798823,-0.361338,0.111721,-0.798823,model_curve_artifact_candidate
complement_clause,deictic_switch,recursive,coreference,False,0.900953,-0.481260,0.177143,-0.481260,-0.107084,-0.481260,model_curve_artifact_candidate
complement_clause,double_relative,recursive,recursive,True,0.927877,-0.306102,-0.808295,-0.306102,0.121508,-0.808295,model_curve_artifact_candidate
complement_clause,en_fr_phrase,recursive,translation,False,0.915617,-0.650388,0.100187,-0.650388,-0.302334,-0.650388,model_curve_artifact_candidate
complement_clause,en_fr_word,recursive,translation,False,0.880919,-0.779354,0.051513,-0.779354,-0.444257,-0.779354,ordinary
complement_clause,en_zh_phrase,recursive,translation,False,0.921535,-0.533627,-0.095191,-0.533627,-0.125927,-0.533627,model_curve_artifact_candidate
complement_clause,en_zh_word,recursive,translation,False,0.915706,-0.577584,-0.019871,-0.577584,-0.199791,-0.577584,model_curve_artifact_candidate
complement_clause,existential_no,recursive,negation,False,0.985219,0.753341,0.058693,0.753341,0.074155,0.058693,ordinary
complement_clause,formal,recursive,style,False,0.919209,-0.199555,-0.057591,-0.199555,-0.049212,-0.199555,model_curve_artifact_candidate
complement_clause,future_will,recursive,tense,False,0.929188,-0.249150,-0.025919,-0.249150,0.007661,-0.249150,model_curve_artifact_candidate
complement_clause,get_passive,recursive,passive,False,0.987504,0.804767,0.660568,0.804767,0.143374,0.660568,residual_stable_reuse_candidate
complement_clause,he_coref,recursive,coreference,False,0.904507,-0.746192,-0.072936,-0.746192,-0.369649,-0.746192,model_curve_artifact_candidate
complement_clause,inference,recursive,logical,False,0.954570,0.354510,0.500180,0.354510,0.216027,0.354510,ordinary
complement_clause,it_coref,recursive,coreference,False,0.784205,-0.549738,-0.030910,-0.549738,-0.008276,-0.549738,ordinary
