a,b,category_a,category_b,same_category,raw_similarity,model_centered_similarity,category_centered_similarity,group_centered_similarity,zscore_similarity,min_centered_similarity,label
by_phrase,nested_passive,passive,passive,True,0.836737,-0.290775,-0.592983,-0.290775,-0.038725,-0.592983,ordinary
by_phrase,never,passive,negation,False,0.945613,0.373271,-0.350058,0.373271,0.063032,-0.350058,category_curve_artifact_candidate
by_phrase,no_agent,passive,passive,True,0.853357,0.114883,-0.064863,0.114883,-0.022109,-0.064863,ordinary
by_phrase,past_simple,passive,tense,False,0.828170,-0.504935,-0.245215,-0.504935,-0.377061,-0.504935,ordinary
by_phrase,perfect,passive,tense,False,0.871922,-0.098618,0.100539,-0.098618,0.214033,-0.098618,ordinary
by_phrase,poetic,passive,style,False,0.866325,-0.414228,-0.002648,-0.414228,-0.187193,-0.414228,ordinary
by_phrase,possessive_chain,passive,recursive,False,0.919045,0.318276,0.425967,0.318276,0.092444,0.318276,ordinary
by_phrase,pp_chain,passive,recursive,False,0.889414,0.306905,0.083121,0.306905,0.255306,0.083121,ordinary
by_phrase,progressive,passive,tense,False,0.898840,0.062921,0.181975,0.062921,0.356038,0.062921,ordinary
by_phrase,relative_clause,passive,recursive,False,0.974115,0.679490,0.644406,0.679490,0.457408,0.644406,residual_stable_reuse_candidate
by_phrase,scope_quantifier,passive,negation,False,0.943861,0.349170,-0.373390,0.349170,0.105509,-0.373390,category_curve_artifact_candidate
by_phrase,she_coref,passive,coreference,False,0.879187,-0.356088,-0.063069,-0.356088,-0.164558,-0.356088,ordinary
by_phrase,syntactic_do_not,passive,negation,False,0.930841,0.340403,-0.198339,0.340403,0.001476,-0.198339,category_curve_artifact_candidate
by_phrase,target_language_switch,passive,translation,False,0.857735,-0.414067,-0.041593,-0.414067,-0.362469,-0.414067,ordinary
by_phrase,they_coref,passive,coreference,False,0.876765,0.018527,0.436490,0.018527,0.237005,0.018527,ordinary
casual,causal,style,logical,False,0.646012,-0.403061,-0.296502,-0.403061,-0.090840,-0.403061,stable_differentiation_candidate
casual,center_embedding,style,recursive,False,0.838326,0.328374,0.244891,0.328374,-0.004017,0.244891,ordinary
casual,complement_clause,style,recursive,False,0.751648,0.271755,0.397829,0.271755,0.151285,0.271755,ordinary
casual,concise,style,style,True,0.734114,-0.061698,-0.534459,-0.061698,-0.030858,-0.534459,ordinary
casual,conditional,style,logical,False,0.747977,-0.218770,-0.032144,-0.218770,0.014626,-0.218770,ordinary
casual,contrast,style,logical,False,0.710844,-0.333027,-0.177433,-0.333027,-0.126223,-0.333027,ordinary
casual,dative_passive,style,passive,False,0.760732,-0.244607,-0.088767,-0.244607,-0.139600,-0.244607,ordinary
casual,deep_complement,style,recursive,False,0.822923,0.078693,-0.191516,0.078693,-0.147768,-0.191516,ordinary
casual,deictic_switch,style,coreference,False,0.774638,-0.111303,-0.264079,-0.111303,-0.151760,-0.264079,ordinary
casual,double_relative,style,recursive,False,0.792047,0.039385,-0.156358,0.039385,-0.103687,-0.156358,ordinary
casual,en_fr_phrase,style,translation,False,0.777404,-0.146149,0.065526,-0.146149,-0.105586,-0.146149,ordinary
casual,en_fr_word,style,translation,False,0.787983,-0.064415,0.159839,-0.064415,-0.036850,-0.064415,ordinary
casual,en_zh_phrase,style,translation,False,0.769157,-0.109000,0.018292,-0.109000,-0.028568,-0.109000,ordinary
casual,en_zh_word,style,translation,False,0.730567,-0.278422,-0.258426,-0.278422,-0.404660,-0.278422,ordinary
casual,existential_no,style,negation,False,0.778169,0.024320,0.279698,0.024320,0.163209,0.024320,ordinary
casual,formal,style,style,True,0.823942,0.031241,-0.489304,0.031241,-0.239280,-0.489304,ordinary
casual,future_will,style,tense,False,0.829324,0.299288,0.281743,0.299288,0.363213,0.281743,ordinary
casual,get_passive,style,passive,False,0.788936,-0.080885,0.160696,-0.080885,-0.049142,-0.080885,ordinary
casual,he_coref,style,coreference,False,0.758059,-0.103451,-0.150946,-0.103451,-0.055527,-0.150946,ordinary
casual,inference,style,logical,False,0.749445,-0.106634,0.133567,-0.106634,0.224054,-0.106634,ordinary
casual,it_coref,style,coreference,False,0.822493,0.353899,0.402950,0.353899,0.276180,0.353899,ordinary
casual,lexical_not_adj,style,negation,False,0.766082,-0.203722,-0.036361,-0.203722,-0.140965,-0.203722,ordinary
casual,long_passive,style,passive,False,0.798751,0.167473,0.110169,0.167473,-0.181089,0.110169,ordinary
casual,morphological_neg,style,negation,False,0.717647,-0.377180,-0.290529,-0.377180,-0.158169,-0.377180,ordinary
casual,negated_condition,style,logical,False,0.826018,0.082353,-0.016489,0.082353,-0.201755,-0.016489,ordinary
casual,nested_condition,style,logical,False,0.793398,0.229095,0.254264,0.229095,-0.107157,0.229095,ordinary
casual,nested_contrast,style,logical,False,0.804746,0.247857,0.240116,0.247857,-0.014017,0.240116,ordinary
casual,nested_passive,style,passive,False,0.814877,0.222880,0.142614,0.222880,-0.144477,0.142614,ordinary
casual,never,style,negation,False,0.767050,-0.239498,-0.083303,-0.239498,-0.141880,-0.239498,ordinary
casual,no_agent,style,passive,False,0.671419,-0.215286,-0.208187,-0.215286,-0.004378,-0.215286,stable_differentiation_candidate
casual,past_simple,style,tense,False,0.807757,0.146827,-0.121898,0.146827,0.199146,-0.121898,ordinary
casual,perfect,style,tense,False,0.838472,0.298592,0.261181,0.298592,0.344597,0.261181,ordinary
casual,poetic,style,style,True,0.781373,-0.094241,-0.552660,-0.094241,-0.018852,-0.552660,ordinary
casual,possessive_chain,style,recursive,False,0.758467,-0.081338,-0.182058,-0.081338,-0.062759,-0.182058,ordinary
casual,pp_chain,style,recursive,False,0.734346,-0.020370,0.032366,-0.020370,-0.121254,-0.020370,ordinary
casual,progressive,style,tense,False,0.796242,0.058494,-0.210774,0.058494,0.097478,-0.210774,ordinary
casual,relative_clause,style,recursive,False,0.758169,-0.364956,-0.304556,-0.364956,-0.257006,-0.364956,ordinary
casual,scope_quantifier,style,negation,False,0.776683,-0.184253,0.014153,-0.184253,-0.161122,-0.184253,ordinary
casual,she_coref,style,coreference,False,0.806482,0.018349,0.050415,0.018349,0.079078,0.018349,ordinary
casual,syntactic_do_not,style,negation,False,0.756467,-0.166974,0.062434,-0.166974,0.001124,-0.166974,ordinary
casual,target_language_switch,style,translation,False,0.786798,-0.026066,0.068201,-0.026066,0.008713,-0.026066,ordinary
casual,they_coref,style,coreference,False,0.718625,-0.217875,-0.233117,-0.217875,-0.202530,-0.233117,ordinary
causal,center_embedding,logical,recursive,False,0.718731,-0.500225,-0.560969,-0.500225,-0.449317,-0.560969,ordinary
causal,complement_clause,logical,recursive,False,0.649983,-0.208724,-0.277565,-0.208724,-0.265217,-0.277565,stable_differentiation_candidate
causal,concise,logical,style,False,0.789091,-0.042233,0.200533,-0.042233,0.051167,-0.042233,ordinary
causal,conditional,logical,logical,True,0.906605,0.439870,0.175687,0.439870,0.307516,0.175687,ordinary
causal,contrast,logical,logical,True,0.936762,0.645021,0.493070,0.645021,0.501536,0.493070,residual_stable_reuse_candidate
causal,dative_passive,logical,passive,False,0.892984,0.306905,0.238303,0.306905,-0.108480,0.238303,ordinary
causal,deep_complement,logical,recursive,False,0.823701,-0.285711,0.027004,-0.285711,-0.172143,-0.285711,ordinary
causal,deictic_switch,logical,coreference,False,0.840421,-0.018352,0.042961,-0.018352,0.073599,-0.018352,ordinary
causal,double_relative,logical,recursive,False,0.803010,-0.181754,0.079134,-0.181754,-0.195470,-0.181754,ordinary
causal,en_fr_phrase,logical,translation,False,0.830847,-0.140816,-0.051227,-0.140816,-0.010181,-0.140816,ordinary
causal,en_fr_word,logical,translation,False,0.820793,-0.186986,-0.233067,-0.186986,-0.097288,-0.233067,ordinary
causal,en_zh_phrase,logical,translation,False,0.834500,-0.023417,0.095622,-0.023417,0.181502,-0.023417,ordinary
causal,en_zh_word,logical,translation,False,0.826351,-0.044763,0.062185,-0.044763,-0.051224,-0.044763,ordinary
causal,existential_no,logical,negation,False,0.896451,0.425163,0.328444,0.425163,0.325483,0.328444,ordinary
causal,formal,logical,style,False,0.819223,-0.447089,-0.148139,-0.447089,-0.438942,-0.447089,ordinary
causal,future_will,logical,tense,False,0.763263,-0.235340,-0.039463,-0.235340,-0.099856,-0.235340,ordinary
causal,get_passive,logical,passive,False,0.863226,0.089417,0.064211,0.089417,-0.120611,0.064211,ordinary
causal,he_coref,logical,coreference,False,0.826661,-0.005938,0.068615,-0.005938,0.160609,-0.005938,ordinary
causal,inference,logical,logical,True,0.885536,0.365254,0.162395,0.365254,0.236064,0.162395,ordinary
causal,it_coref,logical,coreference,False,0.694345,-0.356504,-0.285585,-0.356504,-0.051012,-0.356504,stable_differentiation_candidate
causal,lexical_not_adj,logical,negation,False,0.909996,0.432305,0.154931,0.432305,0.178172,0.154931,ordinary
causal,long_passive,logical,passive,False,0.766398,-0.219001,-0.305463,-0.219001,-0.247832,-0.305463,ordinary
causal,morphological_neg,logical,negation,False,0.915933,0.499942,0.323361,0.499942,0.221775,0.323361,residual_stable_reuse_candidate
causal,negated_condition,logical,logical,True,0.792219,-0.586301,-0.626108,-0.586301,-0.430688,-0.626108,ordinary
causal,nested_condition,logical,logical,True,0.718146,-0.287877,-0.509083,-0.287877,-0.310823,-0.509083,ordinary
causal,nested_contrast,logical,logical,True,0.686826,-0.491476,-0.663477,-0.491476,-0.463734,-0.663477,stable_differentiation_candidate
causal,nested_passive,logical,passive,False,0.710585,-0.549575,-0.657868,-0.549575,-0.515762,-0.657868,ordinary
causal,never,logical,negation,False,0.895574,0.311047,-0.049517,0.311047,0.101176,-0.049517,ordinary
causal,no_agent,logical,passive,False,0.872858,0.429370,0.484432,0.429370,0.420215,0.429370,ordinary
causal,past_simple,logical,tense,False,0.802218,-0.135919,0.037598,-0.135919,0.079677,-0.135919,ordinary
causal,perfect,logical,tense,False,0.777340,-0.268736,-0.085653,-0.268736,-0.126934,-0.268736,ordinary
causal,poetic,logical,style,False,0.850671,0.030156,0.327732,0.030156,0.259949,0.030156,ordinary
causal,possessive_chain,logical,recursive,False,0.834632,0.061412,0.228886,0.061412,-0.229922,0.061412,ordinary
causal,pp_chain,logical,recursive,False,0.801219,0.062558,0.139698,0.062558,-0.218764,0.062558,ordinary
causal,progressive,logical,tense,False,0.798092,-0.215492,0.035918,-0.215492,-0.038520,-0.215492,ordinary
causal,relative_clause,logical,recursive,False,0.902561,0.340841,0.467959,0.340841,-0.080431,0.340841,ordinary
causal,scope_quantifier,logical,negation,False,0.851290,-0.025433,-0.405711,-0.025433,-0.172149,-0.405711,ordinary
causal,she_coref,logical,coreference,False,0.829050,-0.166493,-0.066235,-0.166493,0.024282,-0.166493,ordinary
causal,syntactic_do_not,logical,negation,False,0.832092,-0.029780,-0.406536,-0.029780,-0.179925,-0.406536,ordinary
causal,target_language_switch,logical,translation,False,0.841403,0.008961,0.073001,0.008961,0.059656,0.008961,ordinary
causal,they_coref,logical,coreference,False,0.829837,0.078374,0.346312,0.078374,0.137524,0.078374,ordinary
center_embedding,complement_clause,recursive,recursive,True,0.853426,0.503372,0.015125,0.503372,0.428754,0.015125,ordinary
center_embedding,concise,recursive,style,False,0.787486,-0.150030,-0.129906,-0.150030,-0.191814,-0.150030,ordinary
center_embedding,conditional,recursive,logical,False,0.785035,-0.493786,-0.536438,-0.493786,-0.340257,-0.536438,ordinary
center_embedding,contrast,recursive,logical,False,0.771236,-0.479138,-0.560695,-0.479138,-0.486088,-0.560695,ordinary
center_embedding,dative_passive,recursive,passive,False,0.859718,-0.064167,-0.429283,-0.064167,0.240700,-0.429283,ordinary
center_embedding,deep_complement,recursive,recursive,True,0.921618,0.393340,0.173213,0.393340,0.329512,0.173213,ordinary
center_embedding,deictic_switch,recursive,coreference,False,0.837923,-0.167322,-0.080398,-0.167322,-0.187426,-0.167322,ordinary
center_embedding,double_relative,recursive,recursive,True,0.923481,0.494006,0.246649,0.494006,0.376289,0.246649,residual_stable_reuse_candidate
center_embedding,en_fr_phrase,recursive,translation,False,0.837240,-0.242425,0.019693,-0.242425,-0.209008,-0.242425,ordinary
center_embedding,en_fr_word,recursive,translation,False,0.846095,-0.145399,0.172001,-0.145399,-0.172155,-0.145399,ordinary
center_embedding,en_zh_phrase,recursive,translation,False,0.803509,-0.367174,-0.189047,-0.367174,-0.360239,-0.367174,ordinary
center_embedding,en_zh_word,recursive,translation,False,0.820779,-0.205697,-0.007345,-0.205697,0.073502,-0.205697,ordinary
center_embedding,existential_no,recursive,negation,False,0.733174,-0.656647,-0.231902,-0.656647,-0.541896,-0.656647,ordinary
center_embedding,formal,recursive,style,False,0.922209,0.366429,0.084674,0.366429,0.356488,0.084674,ordinary
center_embedding,future_will,recursive,tense,False,0.814097,-0.067018,0.064323,-0.067018,0.000256,-0.067018,ordinary
center_embedding,get_passive,recursive,passive,False,0.835220,-0.263443,-0.431338,-0.263443,-0.011152,-0.431338,ordinary
center_embedding,he_coref,recursive,coreference,False,0.810551,-0.224668,-0.051342,-0.224668,-0.284715,-0.224668,ordinary
center_embedding,inference,recursive,logical,False,0.737557,-0.623498,-0.494981,-0.623498,-0.490102,-0.623498,ordinary
center_embedding,it_coref,recursive,coreference,False,0.805299,0.065329,0.199761,0.065329,-0.027766,0.065329,ordinary
center_embedding,lexical_not_adj,recursive,negation,False,0.834654,-0.250290,0.063624,-0.250290,-0.190121,-0.250290,ordinary
center_embedding,long_passive,recursive,passive,False,0.958391,0.761367,0.716149,0.761367,0.584158,0.716149,residual_stable_reuse_candidate
center_embedding,morphological_neg,recursive,negation,False,0.748077,-0.750945,-0.368597,-0.750945,-0.568644,-0.750945,ordinary
center_embedding,negated_condition,recursive,logical,False,0.924992,0.413113,0.511606,0.413113,0.431211,0.413113,residual_stable_reuse_candidate
center_embedding,nested_condition,recursive,logical,False,0.973813,0.880625,0.771146,0.880625,0.766230,0.771146,residual_stable_reuse_candidate
center_embedding,nested_contrast,recursive,logical,False,0.969018,0.844707,0.776581,0.844707,0.772101,0.776581,residual_stable_reuse_candidate
center_embedding,nested_passive,recursive,passive,False,0.961926,0.775492,0.735295,0.775492,0.701284,0.735295,residual_stable_reuse_candidate
center_embedding,never,recursive,negation,False,0.831925,-0.327240,0.017309,-0.327240,-0.230259,-0.327240,ordinary
center_embedding,no_agent,recursive,passive,False,0.709585,-0.423998,-0.406255,-0.423998,-0.363993,-0.423998,ordinary
center_embedding,past_simple,recursive,tense,False,0.821374,-0.138630,-0.101273,-0.138630,-0.268578,-0.138630,ordinary
center_embedding,perfect,recursive,tense,False,0.831694,-0.061921,-0.061724,-0.061921,-0.054171,-0.061921,ordinary
center_embedding,poetic,recursive,style,False,0.857873,-0.044965,-0.289153,-0.044965,-0.231043,-0.289153,ordinary
center_embedding,possessive_chain,recursive,recursive,True,0.889335,0.302758,-0.541579,0.302758,0.500152,-0.541579,ordinary
center_embedding,pp_chain,recursive,recursive,True,0.907722,0.529801,-0.152945,0.529801,0.645744,-0.152945,category_curve_artifact_candidate
center_embedding,progressive,recursive,tense,False,0.875411,0.167745,0.095793,0.167745,0.119009,0.095793,ordinary
center_embedding,relative_clause,recursive,recursive,True,0.838032,-0.360759,-0.768302,-0.360759,-0.014355,-0.768302,ordinary
center_embedding,scope_quantifier,recursive,negation,False,0.851248,-0.173367,0.353065,-0.173367,0.004788,-0.173367,ordinary
center_embedding,she_coref,recursive,coreference,False,0.874282,0.039871,0.182930,0.039871,-0.129447,0.039871,ordinary
center_embedding,syntactic_do_not,recursive,negation,False,0.812790,-0.288912,0.201563,-0.288912,0.003966,-0.288912,ordinary
center_embedding,target_language_switch,recursive,translation,False,0.818299,-0.280724,-0.000097,-0.280724,-0.303220,-0.280724,ordinary
center_embedding,they_coref,recursive,coreference,False,0.753328,-0.476850,-0.298597,-0.476850,-0.391024,-0.476850,ordinary
complement_clause,concise,recursive,style,False,0.610441,-0.366173,-0.287758,-0.366173,-0.156413,-0.366173,stable_differentiation_candidate
complement_clause,conditional,recursive,logical,False,0.742178,-0.042743,-0.051186,-0.042743,-0.081544,-0.051186,ordinary
complement_clause,contrast,recursive,logical,False,0.731835,-0.039902,-0.072673,-0.039902,-0.303423,-0.072673,ordinary
complement_clause,dative_passive,recursive,passive,False,0.824063,0.319668,0.135767,0.319668,0.295307,0.135767,ordinary
complement_clause,deep_complement,recursive,recursive,True,0.754658,-0.106937,-0.520444,-0.106937,0.118650,-0.520444,ordinary
complement_clause,deictic_switch,recursive,coreference,False,0.693712,-0.310305,0.043370,-0.310305,-0.015137,-0.310305,stable_differentiation_candidate
complement_clause,double_relative,recursive,recursive,True,0.726628,-0.087740,-0.626242,-0.087740,-0.035888,-0.626242,ordinary
complement_clause,en_fr_phrase,recursive,translation,False,0.653010,-0.587649,-0.146708,-0.587649,-0.414655,-0.587649,stable_differentiation_candidate
complement_clause,en_fr_word,recursive,translation,False,0.686507,-0.383301,0.231965,-0.383301,-0.146254,-0.383301,stable_differentiation_candidate
complement_clause,en_zh_phrase,recursive,translation,False,0.637246,-0.539955,-0.063267,-0.539955,-0.299220,-0.539955,stable_differentiation_candidate
complement_clause,en_zh_word,recursive,translation,False,0.636636,-0.502337,-0.127541,-0.502337,-0.254781,-0.502337,stable_differentiation_candidate
complement_clause,existential_no,recursive,negation,False,0.688421,-0.193105,-0.173786,-0.193105,-0.323104,-0.193105,stable_differentiation_candidate
complement_clause,formal,recursive,style,False,0.758825,-0.153081,-0.178461,-0.153081,0.120609,-0.178461,ordinary
complement_clause,future_will,recursive,tense,False,0.652788,-0.265295,0.002674,-0.265295,-0.173632,-0.265295,stable_differentiation_candidate
complement_clause,get_passive,recursive,passive,False,0.794347,0.160260,0.087672,0.160260,0.029754,0.087672,ordinary
complement_clause,he_coref,recursive,coreference,False,0.660119,-0.352458,-0.000139,-0.352458,-0.191767,-0.352458,stable_differentiation_candidate
complement_clause,inference,recursive,logical,False,0.691491,-0.177252,-0.101177,-0.177252,-0.111194,-0.177252,stable_differentiation_candidate
complement_clause,it_coref,recursive,coreference,False,0.679053,-0.028821,0.262683,-0.028821,0.078799,-0.028821,stable_differentiation_candidate
complement_clause,lexical_not_adj,recursive,negation,False,0.757645,-0.026055,-0.272507,-0.026055,-0.313720,-0.272507,ordinary
complement_clause,long_passive,recursive,passive,False,0.785616,0.246177,-0.077615,0.246177,0.080253,-0.077615,ordinary
complement_clause,morphological_neg,recursive,negation,False,0.697239,-0.253211,-0.314030,-0.253211,-0.353572,-0.314030,stable_differentiation_candidate
complement_clause,negated_condition,recursive,logical,False,0.780311,0.027465,-0.109144,0.027465,0.306262,-0.109144,ordinary
complement_clause,nested_condition,recursive,logical,False,0.848310,0.518505,0.257780,0.518505,0.464233,0.257780,ordinary
complement_clause,nested_contrast,recursive,logical,False,0.856162,0.535827,0.318130,0.535827,0.562738,0.318130,ordinary
complement_clause,nested_passive,recursive,passive,False,0.831968,0.417839,0.191285,0.417839,0.461088,0.191285,ordinary
complement_clause,never,recursive,negation,False,0.817373,0.275443,0.285386,0.275443,0.080731,0.275443,ordinary
complement_clause,no_agent,recursive,passive,False,0.654609,-0.121221,-0.115625,-0.121221,-0.216323,-0.121221,stable_differentiation_candidate
complement_clause,past_simple,recursive,tense,False,0.671898,-0.287664,-0.004689,-0.287664,-0.130093,-0.287664,stable_differentiation_candidate
